record_id,canonical_id,node_family,node_type,execution_role,task_id,runtime_figure_id,manuscript_figure_id,code_entry,schema_source,dependencies,edge_semantics,expected_outputs,evidence_paths,artifact_seed_dirs,authority_tier,provenance_link,conclusion_status,result_statements,task_conclusion_zh,limitations,source_audit
task-033,fig2.fixed_b_swap_bank,fig2,DAG Task,producer,fixed_b_swap_bank,fig2,Fig.3,src/experiments/paper_figures/fig2/run_task.py --task fixed_b_swap_bank,src/experiments/paper_figures/fig2/schemas.py,"[""fig2.fixed_b_specs"",""fig2.fixed_b_input_bank"",""fig2.fixed_b_history_bank""]","[""requires"",""requires"",""requires""]","[""固定 B 状态交换库""]","[""results/multi_seed_rollout/fig2/fixed_b_mechanism_confirmatory/seed_*/data/intermediates/fixed_b_swap_bank/""]",20,active-parent,direct,operational-only,"[""20/20 seed artifact 目录存在，并按任务合同记录 manifest/cache key 或 digest。""]",fixed_b_swap_bank 的固定 B 状态交换库已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,parent-direct:code+results+manifests
task-034,fig2.fixed_b_analysis,fig2,DAG Task,metric/analysis,fixed_b_analysis,fig2,Fig.3,src/experiments/paper_figures/fig2/run_task.py --task fixed_b_analysis,src/experiments/paper_figures/fig2/schemas.py,"[""fig2.fixed_b_replay_bank"",""fig2.fixed_b_rollout_bank"",""fig2.fixed_b_swap_bank""]","[""requires"",""requires"",""requires""]","[""固定 B 单网络事件与交换分析""]","[""results/paper_figure_multi_seed/fig2_fixed_b_mechanism_confirmatory/seed_*/data/metrics/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与固定 B 单网络事件与交换分析对应的输出。""]",fixed_b_analysis 的固定 B 单网络事件与交换分析输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,parent-direct:code+results+manifests
task-035,fig2.fixed_b_cohort_aggregate,fig2,DAG Task,metric/analysis,fixed_b_cohort_aggregate,fig2,Fig.3,src/experiments/paper_figures/fig2/run_task.py --task fixed_b_cohort_aggregate,src/experiments/paper_figures/fig2/schemas.py,"[""fig2.fixed_b_analysis""]","[""requires""]","[""固定 B 的 20 网络确认性聚合""]","[""results/paper_figure_multi_seed/fig2_fixed_b_mechanism_confirmatory/aggregate/""]",0,active-parent,direct,supported,"[""aggregate 目录含 20 网络 scalars、inference、cohort audit 与 verdict；是 internal fig2 final-statistics panel c 的直接父。""]",fixed_b_cohort_aggregate 已形成 20 网络确认性 scalars、inference 与 verdict，并直接供 internal fig2 final-statistics 使用；结论仅适用于冻结 fixed-B 协议及网络为独立单位的比较。,aggregate 当前存在，但其历史命令引用的 docs/tasks/20260726_fixed_b_v4_mechanism_confirmatory/task_state.json 已不在当前仓库。,parent-direct:code+results+manifests
task-036,fig3.all,fig3,DAG Task,aggregate,all,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task all,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.boundary_summary"",""fig3.cue_specificity_access"",""fig3.progressive_update""]","[""orchestrates"",""orchestrates"",""orchestrates""]","[""边界 DAG 的全链聚合入口""]","[""results/paper_figure_multi_seed/fig3_multiitem_peak_landscape/seed_*/data/""]",0,exploratory,inferred,operational-only,"[""该入口在源码中编排 3 个直接子依赖；自身无独立 artifact digest。""]",all 只作为边界 DAG 的全链聚合入口调度子任务；当前证据仅支持其操作性覆盖，不产生独立科学结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig3
task-037,fig3.sequence_trial_specs,fig3,DAG Task,producer,sequence_trial_specs,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task sequence_trial_specs,src/experiments/paper_figures/fig3/schemas.py,[],[],"[""多项目序列、单项参照与部分线索规格""]","[""results/multi_seed_rollout/fig3/fig3_multiitem_peak_landscape/seed_*/data/intermediates/sequence_trial_specs/""]",20,exploratory,direct,operational-only,"[""20/20 seed artifact 目录存在，并按任务合同记录 manifest/cache key 或 digest。""]",sequence_trial_specs 的多项目序列、单项参照与部分线索规格已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig3
task-038,fig3.state_bank,fig3,DAG Task,producer,state_bank,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task state_bank,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.sequence_trial_specs"",""sequence_root.fig3_state_bank_view""]","[""requires"",""aliases""]","[""多项目序列状态库""]","[""results/paper_figure_multi_seed/fig3_multiitem_peak_landscape/seed_*/data/""]",0,active-parent,inferred,conflicted,"[""找到与多项目序列状态库相关的部分 artifact 或 bundle 输出，但独立/加载合同不完整。""]",state_bank 的多项目序列状态库存在部分输出，但当前证据或加载合同不完整；只能确认已有文件，不得声称该任务可完整 require 重放。,独立 state_bank artifact 为 0/20；状态由 boundary_state_bank 内部物化，不能按该 task_id 单独 require。,scout:fig3
task-039,fig3.boundary_condition_specs,fig3,DAG Task,producer,boundary_condition_specs,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task boundary_condition_specs,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.sequence_trial_specs""]","[""requires""]","[""序列长度与延迟的边界条件规格""]","[""results/multi_seed_rollout/fig3/fig3_multiitem_peak_landscape/seed_*/data/intermediates/boundary_condition_specs/""]",20,exploratory,direct,operational-only,"[""20/20 seed artifact 目录存在，并按任务合同记录 manifest/cache key 或 digest。""]",boundary_condition_specs 的序列长度与延迟的边界条件规格已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig3
task-040,fig3.access_job_specs,fig3,DAG Task,producer,access_job_specs,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task access_job_specs,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.sequence_trial_specs"",""fig3.boundary_condition_specs""]","[""requires"",""requires""]","[""弱线索与中性 ping 访问作业规格""]","[""results/multi_seed_rollout/fig3/fig3_multiitem_peak_landscape/seed_*/data/intermediates/access_job_specs/""]",20,exploratory,direct,operational-only,"[""20/20 seed artifact 目录存在，并按任务合同记录 manifest/cache key 或 digest。""]",access_job_specs 的弱线索与中性 ping 访问作业规格已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig3
task-041,fig3.boundary_state_bank,fig3,DAG Task,producer,boundary_state_bank,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task boundary_state_bank,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.sequence_trial_specs"",""fig3.boundary_condition_specs""]","[""requires"",""requires""]","[""按边界条件物化的可复用状态库""]","[""results/multi_seed_rollout/fig3/fig3_multiitem_peak_landscape/seed_*/data/intermediates/boundary_state_bank/""]",20,exploratory,direct,operational-only,"[""20/20 seed artifact 目录存在，并按任务合同记录 manifest/cache key 或 digest。""]",boundary_state_bank 的按边界条件物化的可复用状态库已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig3
task-042,fig3.morphology_decomposition,fig3,DAG Task,producer,morphology_decomposition,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task morphology_decomposition,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.boundary_condition_specs"",""fig3.boundary_state_bank""]","[""requires"",""requires""]","[""末态相对单项参照的 NNLS 形态分解""]","[""results/multi_seed_rollout/fig3/fig3_multiitem_peak_landscape/seed_*/data/intermediates/morphology_decomposition/""]",20,exploratory,direct,operational-only,"[""20/20 seed artifact 目录存在，并按任务合同记录 manifest/cache key 或 digest。""]",morphology_decomposition 的末态相对单项参照的 NNLS 形态分解已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig3
task-043,fig3.neutral_ping_access,fig3,DAG Task,producer,neutral_ping_access,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task neutral_ping_access,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.access_job_specs"",""fig3.boundary_state_bank""]","[""requires"",""requires""]","[""边界条件下的中性 ping 访问读出""]","[""results/multi_seed_rollout/fig3/fig3_multiitem_peak_landscape/seed_*/data/intermediates/neutral_ping_access/""]",20,exploratory,direct,operational-only,"[""20/20 seed artifact 目录存在，并按任务合同记录 manifest/cache key 或 digest。""]",neutral_ping_access 的边界条件下的中性 ping 访问读出已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig3
task-044,fig3.weak_cue_access,fig3,DAG Task,producer,weak_cue_access,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task weak_cue_access,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.access_job_specs"",""fig3.boundary_state_bank""]","[""requires"",""requires""]","[""边界条件下的弱线索功能访问""]","[""results/multi_seed_rollout/fig3/fig3_multiitem_peak_landscape/seed_*/data/intermediates/weak_cue_access/""]",20,exploratory,direct,operational-only,"[""20/20 seed artifact 目录存在，并按任务合同记录 manifest/cache key 或 digest。""]",weak_cue_access 的边界条件下的弱线索功能访问已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig3
task-045,fig3.cue_specificity_specs,fig3,DAG Task,producer,cue_specificity_specs,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task cue_specificity_specs,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.sequence_trial_specs"",""fig3.access_job_specs""]","[""requires"",""requires""]","[""matched、mismatched 与 unseen 线索规格""]","[""results/multi_seed_rollout/fig3/fig3_multiitem_peak_landscape/seed_*/data/intermediates/cue_specificity_specs/""]",20,exploratory,direct,operational-only,"[""20/20 seed artifact 目录存在，并按任务合同记录 manifest/cache key 或 digest。""]",cue_specificity_specs 的matched、mismatched 与 unseen 线索规格已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig3
task-046,fig3.cue_specificity_access,fig3,DAG Task,producer,cue_specificity_access,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task cue_specificity_access,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.cue_specificity_specs"",""fig3.boundary_state_bank""]","[""requires"",""requires""]","[""线索特异性访问读出""]","[""results/multi_seed_rollout/fig3/fig3_multiitem_peak_landscape/seed_*/data/intermediates/cue_specificity_access/""]",20,exploratory,direct,supported,"[""seed_1000 summary 记录 matched>unseen 与 matched>mismatched 两个硬门均通过；20/20 artifact 目录存在。""]",cue_specificity_access 在 20/20 种子形成可 require 工件，且存档硬门显示 matched 的目标记忆增益高于 unseen 与 mismatched；结论仅限已定义线索类别与目标端点。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig3
task-047,fig3.exemplar_decoder_specs,fig3,DAG Task,metric/analysis,exemplar_decoder_specs,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task exemplar_decoder_specs,src/experiments/paper_figures/fig3/schemas.py,[],[],"[""exemplar 解码器 episode 与分析规格""]",[],0,exploratory,none,unavailable,"[""本快照未找到按 fig3.exemplar_decoder_specs 身份可归属且满足当前合同的结果产物。""]",exemplar_decoder_specs 已在当前源码注册为exemplar 解码器 episode 与分析规格，但本快照未找到可直接归属且满足合同的结果文件，因此该任务目前不可形成可验证结果结论。,无法区分未排程、运行失败或已归档；本审计不以相邻任务结果补写该任务。,scout:fig3
task-048,fig3.exemplar_decoder_state_bank,fig3,DAG Task,metric/analysis,exemplar_decoder_state_bank,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task exemplar_decoder_state_bank,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.exemplar_decoder_specs""]","[""requires""]","[""exemplar 解码状态库""]",[],0,exploratory,none,unavailable,"[""本快照未找到按 fig3.exemplar_decoder_state_bank 身份可归属且满足当前合同的结果产物。""]",exemplar_decoder_state_bank 已在当前源码注册为exemplar 解码状态库，但本快照未找到可直接归属且满足合同的结果文件，因此该任务目前不可形成可验证结果结论。,无法区分未排程、运行失败或已归档；本审计不以相邻任务结果补写该任务。,scout:fig3
task-049,fig3.exemplar_decoder,fig3,DAG Task,metric/analysis,exemplar_decoder,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task exemplar_decoder,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.exemplar_decoder_specs"",""fig3.exemplar_decoder_state_bank""]","[""requires"",""requires""]","[""留一折 exemplar 分类器""]",[],0,exploratory,none,unavailable,"[""本快照未找到按 fig3.exemplar_decoder 身份可归属且满足当前合同的结果产物。""]",exemplar_decoder 已在当前源码注册为留一折 exemplar 分类器，但本快照未找到可直接归属且满足合同的结果文件，因此该任务目前不可形成可验证结果结论。,无法区分未排程、运行失败或已归档；本审计不以相邻任务结果补写该任务。,scout:fig3
task-050,fig3.exemplar_decoder_summary,fig3,DAG Task,metric/analysis,exemplar_decoder_summary,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task exemplar_decoder_summary,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.exemplar_decoder""]","[""requires""]","[""exemplar 解码跨种子汇总""]",[],0,exploratory,none,unavailable,"[""本快照未找到按 fig3.exemplar_decoder_summary 身份可归属且满足当前合同的结果产物。""]",exemplar_decoder_summary 已在当前源码注册为exemplar 解码跨种子汇总，但本快照未找到可直接归属且满足合同的结果文件，因此该任务目前不可形成可验证结果结论。,无法区分未排程、运行失败或已归档；本审计不以相邻任务结果补写该任务。,scout:fig3
task-051,fig3.morphology_function_coupling,fig3,DAG Task,producer,morphology_function_coupling,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task morphology_function_coupling,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.morphology_decomposition"",""fig3.weak_cue_access""]","[""requires"",""requires""]","[""形态—功能耦合与顺序特异性对照""]","[""results/multi_seed_rollout/fig3/fig3_multiitem_peak_landscape/seed_*/data/intermediates/morphology_function_coupling/""]",20,exploratory,direct,operational-only,"[""20/20 seed artifact 目录存在，并按任务合同记录 manifest/cache key 或 digest。""]",morphology_function_coupling 的形态—功能耦合与顺序特异性对照已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig3
task-052,fig3.boundary_summary,fig3,DAG Task,producer,boundary_summary,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task boundary_summary,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.morphology_decomposition"",""fig3.weak_cue_access"",""fig3.neutral_ping_access"",""fig3.morphology_function_coupling""]","[""requires"",""requires"",""requires"",""requires""]","[""功能边界的叶级摘要""]","[""results/multi_seed_rollout/fig3/fig3_multiitem_peak_landscape/seed_*/data/intermediates/boundary_summary/""]",20,exploratory,direct,supported,"[""20/20 artifact 完整；seed_1000 的 missing_for_main_figure=[]。""]",boundary_summary 在 20/20 种子完整且主图字段无缺项，提供该边界 DAG 的任务级功能边界摘要；它不自动等同于 current internal fig3 final-statistics 的上游。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig3
task-053,fig3.progressive_update,fig3,DAG Task,metric/analysis,progressive_update,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task progressive_update,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.boundary_condition_specs"",""fig3.boundary_state_bank""]","[""requires"",""requires""]","[""渐进更新与前缀轨迹度量""]","[""results/paper_figure_multi_seed/fig3_multiitem_peak_landscape/seed_*/data/""]",0,active-parent,inferred,conflicted,"[""找到与渐进更新与前缀轨迹度量相关的部分 artifact 或 bundle 输出，但独立/加载合同不完整。""]",progressive_update 的渐进更新与前缀轨迹度量存在部分输出，但当前证据或加载合同不完整；只能确认已有文件，不得声称该任务可完整 require 重放。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig3
task-054,fig3.formation_intervention_specs,fig3,DAG Task,metric/analysis,formation_intervention_specs,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task formation_intervention_specs,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.boundary_state_bank""]","[""requires""]","[""形成期干预掩码规格""]",[],0,exploratory,none,unavailable,"[""本快照未找到按 fig3.formation_intervention_specs 身份可归属且满足当前合同的结果产物。""]",formation_intervention_specs 已在当前源码注册为形成期干预掩码规格，但本快照未找到可直接归属且满足合同的结果文件，因此该任务目前不可形成可验证结果结论。,无法区分未排程、运行失败或已归档；本审计不以相邻任务结果补写该任务。,scout:fig3
task-055,fig3.formation_necessity,fig3,DAG Task,metric/analysis,formation_necessity,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task formation_necessity,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.boundary_state_bank"",""fig3.formation_intervention_specs""]","[""requires"",""requires""]","[""形成期必要性干预读出""]",[],0,exploratory,none,unavailable,"[""本快照未找到按 fig3.formation_necessity 身份可归属且满足当前合同的结果产物。""]",formation_necessity 已在当前源码注册为形成期必要性干预读出，但本快照未找到可直接归属且满足合同的结果文件，因此该任务目前不可形成可验证结果结论。,无法区分未排程、运行失败或已归档；本审计不以相邻任务结果补写该任务。,scout:fig3
task-056,fig3.peak_valley_landscape,fig3,DAG Task,metric/analysis,peak_valley_landscape,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task peak_valley_landscape,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.boundary_condition_specs"",""fig3.boundary_state_bank""]","[""requires"",""requires""]","[""峰谷景观与非平坦性度量""]","[""results/paper_figure_multi_seed/fig3_multiitem_peak_landscape/seed_*/data/""]",0,active-parent,inferred,conflicted,"[""找到与峰谷景观与非平坦性度量相关的部分 artifact 或 bundle 输出，但独立/加载合同不完整。""]",peak_valley_landscape 的峰谷景观与非平坦性度量存在部分输出，但当前证据或加载合同不完整；只能确认已有文件，不得声称该任务可完整 require 重放。,输出仅在 paper_figure_multi_seed 镜像树发现，canonical multi_seed_rollout 根缺失。,scout:fig3
task-057,fig3.neutral_ping,fig3,DAG Task,metric/analysis,neutral_ping,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task neutral_ping,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.state_bank""]","[""requires""]","[""旧兼容中性 ping 读出""]",[],0,exploratory,none,unavailable,"[""本快照未找到按 fig3.neutral_ping 身份可归属且满足当前合同的结果产物。""]",neutral_ping 已在当前源码注册为旧兼容中性 ping 读出，但本快照未找到可直接归属且满足合同的结果文件，因此该任务目前不可形成可验证结果结论。,无法区分未排程、运行失败或已归档；本审计不以相邻任务结果补写该任务。,scout:fig3
task-058,fig3.weak_probe,fig3,DAG Task,metric/analysis,weak_probe,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task weak_probe,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.state_bank""]","[""requires""]","[""旧兼容弱探针读出""]",[],0,exploratory,none,unavailable,"[""本快照未找到按 fig3.weak_probe 身份可归属且满足当前合同的结果产物。""]",weak_probe 已在当前源码注册为旧兼容弱探针读出，但本快照未找到可直接归属且满足合同的结果文件，因此该任务目前不可形成可验证结果结论。,无法区分未排程、运行失败或已归档；本审计不以相邻任务结果补写该任务。,scout:fig3
task-059,fig3.supplement,fig3,DAG Task,metric/analysis,supplement,fig3,Fig.4,src/experiments/paper_figures/fig3/run_task.py --task supplement,src/experiments/paper_figures/fig3/schemas.py,"[""fig3.state_bank""]","[""requires""]","[""旧兼容多项目补充度量""]",[],0,exploratory,none,unavailable,"[""本快照未找到按 fig3.supplement 身份可归属且满足当前合同的结果产物。""]",supplement 已在当前源码注册为旧兼容多项目补充度量，但本快照未找到可直接归属且满足合同的结果文件，因此该任务目前不可形成可验证结果结论。,无法区分未排程、运行失败或已归档；本审计不以相邻任务结果补写该任务。,scout:fig3
task-060,fig4.all,fig4,DAG Task,aggregate,all,fig4,Fig.5,src/experiments/paper_figures/fig4/run_task.py --task all,src/experiments/paper_figures/fig4/schemas.py,"[""fig4.overlap_localization"",""fig4.overlap_accuracy_identification"",""fig4.decision_spike_displacement"",""fig4.decision_deflection"",""fig4.overlap_perturbation"",""fig4.supplement""]","[""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates"",""orchestrates""]","[""overlap/reentry 全链聚合入口""]","[""results/paper_figure_multi_seed/fig4_overlap_reentry/seed_*/data/""]",0,smoke,inferred,operational-only,"[""该入口在源码中编排 6 个直接子依赖；自身无独立 artifact digest。"",""旧 20-seed bundle 来自 legacy monolithic runner；DAG 验证仅为减量 smoke。""]",all 只作为overlap/reentry 全链聚合入口调度子任务；当前证据仅支持其操作性覆盖，不产生独立科学结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig4
task-061,fig4.pair_sampling,fig4,DAG Task,producer,pair_sampling,fig4,Fig.5,src/experiments/paper_figures/fig4/run_task.py --task pair_sampling,src/experiments/paper_figures/fig4/schemas.py,[],[],"[""配对抽样与重叠/扰动掩码""]","[""results/multi_seed_rollout/fig4/fig4_overlap_reentry/seed_*/data/intermediates/pair_sampling/"",""results/paper_figure_multi_seed/fig4_overlap_reentry/seed_*/data/""]",20,exploratory,direct,operational-only,"[""20/20 artifact 含 digest、cache key、配对表与 masks.npz。""]",pair_sampling 的配对抽样与重叠/扰动掩码已在 20/20 个 seed 持久化并可按任务身份寻址；任务结论仅为该父工件/规格可供下游复用，不附加跨任务科学推断。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig4
task-062,fig4.similarity_entry,fig4,DAG Task,metric/analysis,similarity_entry,fig4,Fig.5,src/experiments/paper_figures/fig4/run_task.py --task similarity_entry,src/experiments/paper_figures/fig4/schemas.py,"[""fig4.pair_sampling""]","[""requires""]","[""相似度入口度量与电压向量""]","[""results/paper_figure_multi_seed/fig4_overlap_reentry/seed_*/data/""]",0,exploratory,conflict,conflicted,"[""找到与相似度入口度量与电压向量相关的部分 artifact 或 bundle 输出，但独立/加载合同不完整。""]",similarity_entry 的相似度入口度量与电压向量存在部分输出，但当前证据或加载合同不完整；只能确认已有文件，不得声称该任务可完整 require 重放。,旧 bundle 有指标，但 20 个 runtime artifact 全缺，未来 require 链会失败。,scout:fig4
task-063,fig4.rollouts,fig4,DAG Task,metric/analysis,rollouts,fig4,Fig.5,src/experiments/paper_figures/fig4/run_task.py --task rollouts,src/experiments/paper_figures/fig4/schemas.py,"[""fig4.pair_sampling""]","[""requires""]","[""五条件 rollout 与 L3 replay 捕获库""]","[""results/multi_seed_rollout/fig4/fig4_overlap_reentry/seed_*/data/intermediates/rollouts/"",""results/paper_figure_multi_seed/fig4_overlap_reentry/seed_*/data/""]",20,exploratory,conflict,conflicted,"[""找到与五条件 rollout 与 L3 replay 捕获库相关的部分 artifact 或 bundle 输出，但独立/加载合同不完整。""]",rollouts 的五条件 rollout 与 L3 replay 捕获库存在部分输出，但当前证据或加载合同不完整；只能确认已有文件，不得声称该任务可完整 require 重放。,20/20 目录存在，但 array_manifest.csv 与 l3_replay_capture_manifest.csv 均为 0/20，加载器会拒绝 require。,scout:fig4
task-064,fig4.overlap_localization,fig4,DAG Task,metric/analysis,overlap_localization,fig4,Fig.5,src/experiments/paper_figures/fig4/run_task.py --task overlap_localization,src/experiments/paper_figures/fig4/schemas.py,"[""fig4.similarity_entry"",""fig4.rollouts""]","[""requires"",""requires""]","[""重叠定位度量""]","[""results/paper_figure_multi_seed/fig4_overlap_reentry/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与重叠定位度量对应的输出。""]",overlap_localization 的重叠定位度量输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig4
task-065,fig4.overlap_accuracy_identification,fig4,DAG Task,metric/analysis,overlap_accuracy_identification,fig4,Fig.5,src/experiments/paper_figures/fig4/run_task.py --task overlap_accuracy_identification,src/experiments/paper_figures/fig4/schemas.py,"[""fig4.similarity_entry""]","[""requires""]","[""重叠与准确率识别度量""]","[""results/paper_figure_multi_seed/fig4_overlap_reentry/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与重叠与准确率识别度量对应的输出。""]",overlap_accuracy_identification 的重叠与准确率识别度量输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig4
task-066,fig4.decision_spike_displacement,fig4,DAG Task,metric/analysis,decision_spike_displacement,fig4,Fig.5,src/experiments/paper_figures/fig4/run_task.py --task decision_spike_displacement,src/experiments/paper_figures/fig4/schemas.py,"[""fig4.rollouts""]","[""requires""]","[""决策尖峰位移度量""]","[""results/paper_figure_multi_seed/fig4_overlap_reentry/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与决策尖峰位移度量对应的输出。""]",decision_spike_displacement 的决策尖峰位移度量输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig4
task-067,fig4.decision_deflection,fig4,DAG Task,metric/analysis,decision_deflection,fig4,Fig.5,src/experiments/paper_figures/fig4/run_task.py --task decision_deflection,src/experiments/paper_figures/fig4/schemas.py,"[""fig4.rollouts""]","[""requires""]","[""L3 累积器区域重放偏转度量""]","[""results/paper_figure_multi_seed/fig4_overlap_reentry/seed_*/data/""]",0,active-parent,inferred,bounded,"[""在 20-seed 历史/活动 parent bundle 中找到与L3 累积器区域重放偏转度量对应的输出。""]",decision_deflection 的L3 累积器区域重放偏转度量输出在可追踪 bundle 中存在；当前任务级结论限于该输出已生成且可定位，不把它升级为跨任务或稿件级综合结论。,未执行重放；数值与参数边界以对应 run_config、manifest 和 ledger evidence path 为准。,scout:fig4
